Entrez Gene IDs	RSCE_10_BC2CTUACXX_AGTTCC_L006_R1.bam	RSCE_12_BC2CTUACXX_TGACCA_L005_R1.bam	RSCE_14_BC2CTUACXX_GTCCGC_L003_R1.bam	RSCE_16_BC2CTUACXX_AGTTCC_L004_R1.bam	RSCE_18_BC2CTUACXX_CAGATC_L003_R1.bam	RSCE_20_BC2CTUACXX_GTGAAA_L005_R1.bam	RSCE_2_BC2CTUACXX_CGATGT_L007_R1.bam	RSCE_4_BC2CTUACXX_TGACCA_L006_R1.bam	RSCE_6_BC2CTUACXX_CTTGTA_L005_R1.bam	RSCE_8_BC2CTUACXX_CCGTCC_L007_R1.bam
783	0	0	0	0	1	0	1	0	0	1
784	43	35	48	90	204	211	155	160	92	97
785	1	1	7	13	45	41	7	4	1	1
786	0	0	0	0	0	0	1	0	0	0
788	132	98	125	144	394	476	209	193	339	317
790	3369	2188	707	933	2597	2487	2074	1656	2531	2011
793	91	118	2	2	2	5	0	0	2	3
794	5	7	109	93	1	1	39	32	1197	1118
795	0	0	0	0	0	0	0	0	0	0
796	0	0	0	0	62	39	0	0	2	0
797	0	0	0	0	0	0	0	0	0	0
799	4	3	17	14	0	0	0	0	39	37
800	2386	2785	949	1083	5880	6404	3363	3961	5020	6561
801	5865	5255	4896	6357	7154	8316	6263	5082	10048	9446
805	11296	10975	7174	10951	9199	10351	16589	15036	10752	12161
808	1879	1721	899	1229	2871	2971	2533	2228	1477	1479
810	0	0	0	0	0	0	0	0	0	0
811	12764	12509	10784	14502	23819	25846	10536	9311	24739	25937
813	6071	6267	11016	15068	11160	12358	5266	5345	10400	10738
814	0	1	12	14	0	0	2	0	0	0
815	0	0	3	7	2	3	10	8	5	0
816	0	1	0	3	0	0	1	1	3	5
817	785	714	821	936	981	968	982	1051	1186	1143
818	480	456	359	539	563	618	657	551	532	525
819	436	463	657	797	606	675	449	462	683	669
820	0	0	0	2	0	0	0	0	0	1
821	19004	17366	25975	33922	20242	21841	22793	19883	21869	21248
822	775	623	1458	2013	1294	1333	538	507	1329	1408
823	1671	1375	1905	3213	2377	2644	1357	1271	1507	1423
824	16282	14367	15181	19004	4189	4570	9636	7846	11095	11485
825	15	16	52	73	2	1	6	7	47	45
826	2211	1980	2314	3378	5111	5261	5235	5413	1987	2086
827	0	0	0	3	2	0	2	0	0	1
828	23	12	47	63	55	81	16	15	137	154
829	5421	5087	2587	3910	9920	10908	2919	2486	3164	3133
830	3207	3075	1081	1544	2844	3398	3404	3134	3314	3639
831	4987	4670	3236	5268	4347	4390	3643	3514	4022	3952
832	1166	1009	745	1002	3063	3257	1174	1149	916	901
833	897	822	614	890	744	788	1117	1075	1105	1179
834	8	9	290	436	20	18	0	0	27	32
835	599	414	441	517	333	343	323	329	795	616
836	693	599	543	823	480	524	639	550	810	720
837	853	1002	1537	2998	600	732	35	32	1542	1512
838	0	0	1	4	0	0	0	0	0	0
839	435	395	213	317	184	233	250	246	312	353
840	615	560	354	518	1019	1163	589	622	744	726
841	847	769	1041	1510	1925	2198	903	840	848	853
842	66	71	36	62	285	242	98	128	78	88
843	310	296	422	585	394	365	166	211	249	230
844	16	23	0	0	0	0	1	0	3	9
845	0	0	0	1	0	0	0	0	1	0
846	0	0	0	0	0	0	0	0	0	0
847	536	507	1255	1753	1608	1770	1026	1060	1206	1348
857	19758	18448	5484	5916	2249	2712	7876	6692	13271	13991
858	6506	6839	1565	2062	1649	1825	3439	2736	4121	4296
859	0	0	0	0	0	0	0	0	0	0
860	374	222	119	120	20	33	7	5	355	292
861	864	582	447	663	255	240	136	119	491	466
862	1	0	1	0	0	1	0	0	0	0
863	0	0	1	3	0	0	0	1	0	0
864	0	1	38	40	137	177	65	51	1	0
865	2534	2404	1399	2218	3120	3292	1583	1270	2661	2499
866	3	0	0	0	1	0	6	7	0	1
867	985	643	707	864	652	716	411	373	855	742
868	140	123	134	171	308	336	172	192	190	204
869	0	0	21	15	0	0	1	0	0	1
871	557	437	2656	3261	6332	6906	1052	868	4804	4502
873	769	660	1734	2645	1396	1454	2250	1897	1268	1268
874	45	47	171	219	94	118	83	86	78	74
875	559	466	536	750	1050	1086	324	316	464	505
881	1	3	1	1	2	1	2	0	1	5
883	78	76	78	114	98	84	193	170	82	85
885	3	1	6	3	0	0	2	2	55	42
886	0	0	0	0	0	0	0	0	0	0
887	0	0	0	0	0	0	0	0	0	0
889	1010	782	279	519	1022	1073	1049	921	1032	1064
890	3927	3160	2003	3051	6411	5807	2458	2145	3111	2599
891	8355	7280	4372	6507	5315	5132	6003	4995	8109	7013
892	2553	2595	660	1027	1756	2009	1263	1188	1658	1765
894	5	8	3	4	1	1	0	4	3	1
896	448	397	337	468	1363	1560	2247	2549	644	528
898	267	235	334	625	322	385	646	479	422	372
899	2708	1894	1404	2631	1535	1511	1503	1319	2221	1957
900	2332	2557	1792	2069	1798	1671	2077	2140	1797	1764
901	369	378	260	301	418	316	41	69	205	263
902	910	844	420	703	689	784	530	536	998	1002
904	897	741	512	694	706	735	930	975	704	682
905	1004	788	675	1064	1403	1393	968	907	894	784
908	39147	33850	4637	6693	10129	10461	8861	8237	12418	11776
909	1	0	0	0	0	0	0	0	0	0
910	0	0	0	0	0	0	0	0	0	0
911	0	0	0	0	1	0	1	0	0	0
912	0	0	90	120	0	1	1	1	1	0
913	0	0	0	0	0	1	0	0	0	0
914	0	0	0	0	0	0	0	0	0	0
915	0	0	0	0	0	0	0	0	0	3
916	0	0	0	0	0	0	0	0	0	0
917	0	0	0	0	0	0	0	0	0	0
919	0	1	0	1	5	6	2	3	1	1
920	0	0	0	4	4	2	0	0	0	0
921	1	0	0	0	0	1	0	0	0	1
922	0	0	0	1	0	0	0	0	0	0
923	0	0	2	3	0	0	0	0	1	0
924	0	1	2	1	0	0	0	0	0	0
925	1	2	1	1	0	1	1	1	2	4
926	0	0	0	0	0	0	0	0	0	0
928	2683	2458	1344	2149	442	555	1308	824	1152	1179
929	1	2	8	18	32	59	14	21	23	15
930	0	1	3	3	4	5	0	0	10	7
931	1	0	0	0	1	0	0	0	0	1
932	0	0	0	0	0	0	1	0	0	1
933	20	13	29	46	0	1	1	2	22	15
939	0	0	0	0	8	5	0	0	2	1
940	0	0	1	1	3	3	0	0	2	0
941	0	0	0	0	1	1	0	0	0	0
942	0	0	0	1	0	0	0	0	0	0
943	0	1	2	0	144	117	2	2	1	3
944	0	1	0	0	0	1	0	0	0	0
945	2	1	2	4	0	0	2	0	1	0
946	0	0	0	0	0	0	0	0	0	0
947	0	0	1	1	1	0	0	0	0	0
948	0	2	0	0	0	2	0	2	1	3
949	1084	929	271	318	598	566	1264	1196	858	663
950	1642	1464	2711	3502	3268	3440	1878	1659	3352	3277
951	0	0	0	0	0	1	1	1	0	0
952	0	1	0	1	41	64	83	85	1	0
953	0	0	1	1	0	3	3	6	3	4
954	0	0	0	0	0	1	3	5	2	1
955	1746	1374	717	1005	1000	1177	1517	1405	1463	1381
956	27	28	1	9	0	1	0	1	455	302
957	152	127	145	206	99	104	142	111	248	210
958	20	9	181	330	6	2	74	58	262	248
959	0	0	0	0	0	0	0	0	0	0
960	7489	5895	11875	13841	1678	2176	2393	1970	12237	10052
961	3478	3381	3627	6047	1459	1457	881	708	2208	2254
962	5	6	0	0	0	0	0	0	1	1
963	5	4	0	0	0	0	0	0	5	6
965	198	197	218	321	744	861	184	200	225	230
966	3144	3578	8619	11770	6531	7579	5538	4203	7463	7837
967	3038	3247	4196	5996	3094	3412	3714	3606	3839	3907
968	1305	1087	452	444	429	431	234	148	2007	1594
969	0	0	0	0	0	0	0	0	0	0
970	75	105	239	292	568	600	42	40	358	346
971	0	0	4	2	2	1	0	2	1	0
972	22	6	14601	23529	12	4	0	5	472	376
973	14	16	1	1	1	0	4	5	32	40
974	0	0	0	0	0	0	0	1	0	0
975	819	724	1041	1422	1313	1355	1157	1097	1442	1385
976	604	530	734	757	284	318	270	121	1399	1000
977	2410	2095	3664	5697	4503	4502	3726	3921	2376	2896
978	213	184	194	256	82	71	22	37	144	118
983	2695	2281	1810	2742	4013	3817	3550	3330	3715	3608
984	459	321	320	458	346	312	425	266	529	390
987	3481	2714	1316	2243	1849	1821	1393	1388	2342	2334
988	1917	1893	1502	1989	1803	1868	1492	1451	1553	1540
989	4520	4320	4293	5740	3225	3371	3530	3347	5236	5517
990	2487	1970	928	1321	4801	5160	2478	2190	2011	1925
991	6593	4890	1136	1499	2418	2324	1848	1495	3346	2758
993	950	646	146	297	1872	2026	628	481	815	711
994	1561	1031	1308	1819	1387	1470	2162	1683	2431	1931
995	479	487	363	505	488	355	341	349	507	460
996	3455	3164	2318	3292	3412	3565	4871	4174	3828	3802
997	631	608	454	657	886	908	626	649	917	1007
998	4527	4329	3483	5416	7936	9273	4031	3857	3937	3697
999	10634	8838	252	2450	80	96	263	346	1650	1539
1000	49	33	4	2	204	168	1660	2134	6	6
1001	5900	5113	1577	5057	66	70	5	12	3429	3329
1002	31	43	179	137	0	0	139	207	0	1
1003	1	1	0	2	13	17	0	1	2	2
1004	35	24	0	2	0	0	11	11	0	1
1005	0	0	11	26	0	0	0	0	0	0
1006	0	0	0	0	0	0	1	1	0	0
1007	0	0	0	0	0	0	0	1	0	0
1008	0	0	0	0	0	0	12	14	0	0
1009	1	3	6904	9397	17	4	19	12	284	287
1010	1	0	0	0	0	1	1	0	1	0
1012	1	1	0	0	5	11	0	0	0	0
1013	1	0	2	5	0	1	0	1	4	7
1014	1	1	0	1	0	2	2	0	2	4
1015	5	4	0	0	0	0	237	193	0	1
1016	0	1	0	0	397	315	0	0	11	15
1017	1236	1034	877	1251	2284	2124	1354	1033	1570	1507
1018	102	61	48	68	164	148	136	113	51	63
1019	40034	33646	1883	2684	2002	2008	2534	2078	2890	3225
1020	247	223	110	177	338	331	271	277	359	373
1021	11814	8953	332	823	3919	4371	4852	4423	2489	2457
1022	541	562	346	571	598	634	490	420	795	930
1024	300	224	158	217	264	289	237	223	302	297
1025	686	628	386	634	696	628	476	437	427	448
1026	156	178	304	607	286	382	1153	1227	467	528
1027	1279	1112	824	1146	1072	1119	651	711	826	963
1028	24	31	155	173	154	149	3	8	172	170
1029	2291	2405	1	0	0	0	1	2	157	153
1030	903	875	0	0	1	0	0	0	241	235
1031	167	129	367	438	763	629	289	280	399	379
1032	33	56	21	63	124	82	23	15	70	79
1033	1688	1535	777	1262	811	851	916	801	1302	1165
1036	0	0	0	0	0	0	0	0	0	2
1038	0	0	0	0	0	0	0	0	0	0
1039	542	513	609	820	795	803	630	595	801	788
1040	1095	828	129	333	9	6	35	27	234	224
1041	1	2	0	1	0	0	0	0	1	1
1043	0	0	0	1	2	0	0	1	0	0
1044	0	0	0	0	0	0	0	0	0	0
1045	0	0	0	0	0	0	14	9	0	0
1046	0	0	0	0	0	0	0	0	0	0
1047	12	13	347	423	2	3	139	170	29	41
1048	7	0	32	343	0	0	8	9	0	0
1050	5	3	41	62	33	50	93	114	8	19
1051	274	291	298	367	1124	1171	684	705	354	380
1052	127	151	544	751	479	525	131	141	239	244
1053	0	0	0	0	5	0	0	1	0	0
1054	768	781	561	887	1104	1223	2459	2285	627	755
1056	22	16	16	27	15	14	15	17	40	31
1057	1	0	1	1	0	1	0	0	0	1
1058	744	654	196	257	442	383	616	498	848	760
1059	2966	2660	1644	2339	1715	1977	2299	1974	2756	2940
1060	386	268	283	396	436	389	241	240	436	415
1062	3970	2902	1721	2495	4463	3844	2352	2076	3796	3503
1063	11016	8924	8880	11811	8304	6988	10822	9335	13942	12862
1066	0	2	4	4	3357	4058	442	392	3	0
1068	0	0	0	0	0	0	0	0	0	0
1069	1061	1038	378	619	581	677	943	941	1566	1714
1070	395	402	397	473	416	405	374	304	324	357
1071	0	1	0	0	15	39	0	0	0	0
1072	11775	10666	6521	9311	25906	28293	12422	12478	10847	11421
1073	2446	2179	1817	2078	2025	2446	1818	1641	1441	1341
1075	3168	3064	7798	11660	2302	2419	975	902	4041	3681
1080	1	0	39	50	0	1	1	1	0	0
1081	0	0	0	0	35	29	0	0	4	2
1082	244	166	2	6	87	89	13	12	279	357
1084	0	0	0	1	0	0	0	0	0	0
1087	0	0	0	1	0	0	0	0	0	1
1088	0	0	0	0	0	0	0	0	1	0
1089	0	0	0	0	0	0	0	0	0	0
1101	0	0	0	0	0	0	0	0	0	0
1102	80	81	67	103	203	233	40	43	97	80
1103	0	0	0	0	0	0	0	0	0	0
1104	2352	1882	972	1603	2231	2201	1737	1403	2011	1733
1105	2960	2318	2069	3427	2786	2699	2779	2416	2843	2509
1106	1280	966	1288	1812	2327	2246	1354	1124	1125	984
1107	3730	3048	1466	1881	2894	2691	4034	3486	3423	3084
1108	6881	6236	4932	5051	8421	7931	4808	3930	6341	5786
1109	0	0	1	2	0	0	9	11	0	0
1111	1360	1048	993	1459	1563	1504	829	717	1327	1164
1112	973	1060	1262	1183	353	394	306	277	778	906
1113	0	0	0	5	10	5	14	7	0	0
1114	0	0	4	2	23	31	29	27	0	0
1116	2	1	308	430	0	0	0	0	69	78
1117	16	18	6	22	15	9	0	2	19	25
1118	0	0	0	0	0	0	0	0	0	0
1119	664	496	214	355	749	877	379	378	1150	1039
1120	0	1	2	3	4	2	3	4	2	2
1121	952	923	994	1128	1029	1067	910	883	1474	1529
1122	3073	2956	350	622	3545	4122	2926	2371	2110	2320
1123	7	13	34	32	343	361	321	331	147	104
1124	13	10	13	12	0	1	0	0	0	0
1128	1	0	2	3	0	0	0	0	1	1
1129	0	0	0	0	0	0	0	0	0	0
1130	970	637	654	733	259	294	462	344	1088	1122
1131	0	2	0	0	20	11	0	0	0	0
1132	0	0	0	1	11	14	2	4	3	6
1133	0	1	1	1	0	0	0	0	0	0
1134	0	0	0	0	0	0	0	0	0	0
1135	0	0	0	0	0	2	0	0	0	0
1136	0	0	0	0	0	0	8	11	1	1
1137	0	0	0	0	0	0	1	0	0	0
1138	199	160	136	233	437	446	667	621	377	340
1139	0	0	10	9	0	0	11	7	2	2
1140	100	112	18	16	110	108	45	52	70	86
1141	1	1	0	1	2	1	13	16	1	0
1142	0	0	0	0	0	1	0	0	0	0
1143	0	0	1	0	0	0	2	1	4	2
1144	0	0	0	0	1	0	0	0	0	0
1145	4	0	0	1	0	0	2	3	6	11
1146	0	0	0	0	0	0	1	1	0	0
1147	992	895	584	878	1546	1664	1390	1282	1896	1776
1149	0	0	0	0	0	0	0	0	0	0
1152	2626	1940	612	934	2100	1954	265	231	1149	1050
1153	1229	898	1954	2515	972	1095	899	781	3070	2686
1154	38	32	5	2	2	7	5	4	15	14
1155	843	771	605	1029	1510	1588	2699	2433	868	917
1158	0	0	0	0	0	0	0	1	0	0
1159	4	18	4	57	7	6	48	42	117	101
1160	1	1	0	1	0	0	0	0	0	1
1161	405	332	347	480	111	98	423	464	393	401
1163	708	652	436	742	1154	1261	912	764	904	913
1164	2046	1980	448	610	1428	1521	1813	1575	2391	2290
1173	7007	5989	7226	10966	10573	10378	3459	3606	7900	8611
1174	596	640	265	388	1015	1098	1001	860	1794	1785
1175	1539	1402	555	918	2694	3002	1387	1433	1082	1174
1176	998	976	665	1015	1504	1622	801	624	2382	2770
1178	1	0	0	0	0	0	0	0	0	0
1179	0	0	0	0	0	1	0	0	0	0
1180	0	0	6	1	0	0	0	1	0	0
1181	183	135	92	161	269	302	72	48	262	216
1182	1288	1115	1125	1400	1795	1688	843	821	2039	2032
1183	225	197	220	348	211	200	243	204	514	509
1184	393	285	249	419	264	276	283	242	635	544
1185	163	97	141	195	338	319	141	121	156	128
1186	841	685	801	1233	476	525	658	611	1572	1412
1187	0	0	2	5	6	3	1	0	1	5
1188	2	2	5	12	11	8	0	0	3	2
1191	95	109	2486	2736	3006	2986	6515	5363	563	789
1192	5833	5914	6065	8338	6389	7785	5002	4432	6580	6782
1193	18	32	589	873	2	2	2	3	6	22
1195	1121	1057	1095	1365	2429	2395	907	960	1002	951
1196	537	409	398	558	610	559	354	280	537	494
1197	77	74	63	95	97	105	47	44	93	72
1198	575	537	302	368	345	328	359	384	398	329
1200	122	73	187	243	78	72	115	115	189	171
1201	233	212	282	349	149	164	206	180	290	289
1203	220	245	237	422	386	440	379	379	388	430
1207	2533	2573	1299	2034	4119	4120	1894	1638	1776	1889
1208	0	0	0	0	1	0	0	0	0	0
1209	610	419	769	1067	497	524	1225	820	1124	858
1211	2453	2368	1423	2254	2412	2470	2328	2102	1840	1652
1212	1311	1254	696	1049	1069	1101	671	589	1006	985
1213	10827	8522	11736	16676	9398	9873	20433	18979	18501	17927
1215	0	0	0	0	0	1	0	0	0	0
1230	1	7	0	1	5	3	0	1	1	2
1232	0	0	0	0	3	2	0	0	0	0
1233	5	6	0	0	1	0	0	0	3	2
1234	0	0	0	1	0	1	0	0	0	0
1235	0	0	1	1	1	1	4	2	0	0
1236	0	0	1	1	0	0	3	13	0	0
1237	0	0	0	0	0	0	0	0	0	0
1238	0	0	0	1	1	0	0	0	3	2
1240	0	0	7	3	0	0	1	0	0	3
1241	338	225	107	232	141	137	283	232	206	189
1244	658	398	3834	6063	2316	2340	12161	10680	75	58
1258	3	10	26	55	5	5	15	13	9	17
1259	15	15	7	6	0	0	0	1	6	7
1260	0	3	1	1	0	0	0	0	0	0
1261	0	0	3	2	0	0	0	0	1	0
1262	0	2	0	0	1	0	1	2	1	1
1263	186	209	36	82	71	118	127	146	139	115
1264	6	22	0	3	530	796	11	20	26	112
1265	3409	3042	2181	3612	3608	5047	1297	1272	2511	2415
1266	5050	5061	2117	2765	6608	7950	1156	1237	2757	3103
1267	1704	1498	1199	1515	2011	2011	1386	1358	1457	1450
1268	0	0	43	103	346	384	4	5	0	0
1269	0	0	0	0	1	0	0	0	1	0
1270	0	0	2	4	0	0	1	2	0	1
1271	2	0	0	0	0	0	0	0	1	0
1272	204	170	0	5	0	1	2025	2569	32	33
1277	91	58	6490	9129	84	71	160	280	1379	1740
1278	3	4	56	58	14	0	7	0	893	1231
1280	1	0	0	0	0	0	1	0	0	0
1281	0	1	8	2	29	15	66	78	3	11
1282	519	593	1957	1843	2163	1977	2232	3297	5	7
1284	2596	2391	5185	5556	2078	1879	3229	4246	2	8
1285	4	1	11	21	96	70	57	180	7	6
1286	0	4	71	138	835	662	229	467	22	35
1287	575	583	520	726	1074	949	1327	1305	9	18
1288	121	93	120	114	35	37	1278	1139	38	54
1289	163	200	6922	7259	7	7	1647	2261	4540	4731
1290	67	55	620	537	221	188	16328	18573	122	150
1291	439	427	2694	2932	438	534	323	213	1262	1181
1292	239	258	2454	3080	614	759	203	156	267	329
1293	3	4	699	883	1	1	7	6	79	75
1294	449	383	1151	1238	10839	9561	5947	5175	5972	7130
1295	58	70	64	72	1	0	0	2	450	588
1296	0	0	21	29	16	19	4	3	7	13
1297	1	1	1	0	0	0	1	0	2	1
1298	32	35	76	180	19	18	3	1	9	13
1299	1	2	2	5	268	241	6	10	8	10
1300	0	0	0	0	0	0	0	0	0	0
1301	0	0	0	1	0	1	115	180	1	0
1302	7	5	9	13	13	17	28	38	41	44
1303	912	780	753	1014	9661	9858	293	302	2875	2201
1305	17	25	455	511	8	11	3	2	417	325
1306	5	9	6	11	58	99	4	24	51	49
1307	11	10	280	382	539	647	124	86	181	267
1308	845	763	959	4150	24	19	39	23	448	518
1310	0	0	0	0	0	1	0	0	0	0
1311	0	0	0	0	0	0	0	0	0	0
1312	575	513	427	540	59	78	547	487	799	739
1314	5236	4117	5322	7076	7295	7941	3596	3615	7155	6771
1315	3771	3415	4918	6978	9353	10098	6415	6333	5887	6227
1316	955	600	549	583	624	638	475	356	1278	1174
1317	951	818	790	1083	443	530	906	840	890	815
1318	177	175	140	167	67	83	100	94	192	224
1325	0	3	2	3	1	3	2	1	2	4
1326	125	122	205	264	247	336	318	400	79	59
1327	3191	3207	2440	3440	2672	3017	2962	2558	3195	3145
1329	1699	1681	963	1480	3469	3376	1438	1368	1878	1793
1337	1818	1788	835	1215	1404	1551	1749	1845	1484	1559
1339	0	0	0	0	0	0	0	0	0	0
1340	1368	1201	1020	1790	3023	3336	3512	3609	1191	1267
1345	948	1017	885	1086	2088	2137	1522	1480	1228	1591
1346	0	0	0	0	0	0	0	0	0	0
1347	1365	1299	788	1166	2616	2864	1292	1348	1158	1142
1349	2874	2998	958	1470	1369	1499	2055	1977	2570	2697
1350	2447	2402	1612	2249	2471	2540	2061	2062	2057	2297
1351	2308	2117	1374	2095	4426	4478	2108	2071	2481	2653
1352	607	473	108	161	356	384	470	457	633	547
1353	1441	1269	376	561	871	944	1578	1469	1462	1451
1355	1259	1035	533	723	1187	1276	1677	1471	1617	1654
1356	16	19	4357	8034	2	2	64	292	22	15
1357	0	0	0	0	0	0	0	0	0	0
1358	0	1	1	0	14	21	0	0	0	1
1359	0	0	0	0	0	0	1	0	0	1
1360	0	0	0	0	0	0	1	0	0	0
1361	0	0	0	0	0	0	0	0	0	0
1362	1777	1537	22811	32082	3128	3345	4248	4170	8636	8022
1363	79	73	244	455	5519	5713	3	15	667	679
1364	3538	3017	538	876	8	9	25	30	1264	1429
1365	136	104	6	16	4	1	13	4	38	24
1366	2447	2114	107	358	15	2	5	10	601	619
1368	916	937	632	622	173	132	133	64	944	1010
1369	0	0	0	0	1	0	6	6	0	0
1370	0	0	0	2	1	0	0	0	1	0
1371	926	853	273	371	1386	1370	613	602	1118	1046
1373	54	54	85	71	4	4	926	1694	670	719
1374	52	44	1795	2198	2731	2944	1046	852	2045	1165
1375	4	3	21	20	14	17	20	12	14	11
1376	717	627	143	240	388	450	225	200	397	432
1378	0	0	1	0	0	0	0	0	0	1
1379	0	0	0	1	0	0	0	0	0	0
1380	22	10	0	2	0	0	0	0	0	1
1381	0	0	0	0	0	0	12	9	0	0
1382	1383	1531	483	1417	214	176	31	40	428	521
1384	192	178	323	421	77	66	314	352	345	374
1385	1413	1366	872	1449	1337	1361	1034	906	1178	1160
1386	667	638	835	1040	1322	1303	683	733	848	917
1387	777	444	903	1170	543	557	528	425	775	575
1388	263	246	450	624	473	436	206	215	293	278
1389	942	896	694	957	665	746	1196	1131	705	758
1390	182	180	114	143	448	453	480	468	298	336
1392	0	0	0	0	0	0	0	0	1	0
1393	0	1	0	0	0	0	0	1	0	0
1394	0	0	0	0	0	0	0	2	0	0
1395	0	0	0	0	0	0	0	0	0	0
1396	5	4	388	419	1530	1695	1731	1583	700	674
1397	247	217	210	359	373	366	478	352	487	479
1398	2124	1985	760	1066	1368	1552	2448	2073	2287	2422
1399	2095	1736	910	1362	1402	1695	1669	1364	2371	2102
1400	0	0	5	2	0	1	9	6	0	0
1401	0	0	0	0	0	0	0	0	0	0
1404	0	0	0	0	0	0	0	0	2	1
1406	1	0	0	0	0	0	0	0	0	0
1407	593	553	210	368	766	1042	525	425	451	376
1408	171	112	145	325	264	249	122	109	233	200
1409	0	0	0	0	0	0	0	0	0	0
1410	0	0	2	3	94	78	41	75	1	1
1411	0	0	0	0	0	0	0	0	0	0
1412	4	1	11	11	8	7	0	1	12	6
1413	0	0	0	0	0	0	0	0	0	0
1414	0	0	0	0	0	0	0	0	0	0
1415	11	11	2	4	7	10	10	8	12	10
1416	93	81	24	41	64	96	47	27	84	69
1417	5	2	2	3	3	5	2	0	11	7
1418	0	0	0	0	0	0	0	0	0	0
1419	0	0	0	0	0	0	0	0	0	0
1420	0	0	0	0	2	1	0	0	0	0
1421	0	0	0	0	0	0	0	0	0	0
1427	13	10	19	22	7	12	13	8	7	1
1428	2	2	2	3	1	0	18	27	5	11
1429	1194	1078	182	226	1450	1667	1356	1221	200	210
1431	3806	2954	1628	2302	2015	1954	2813	2348	3445	3167
1432	1365	1082	1445	1797	1654	1713	979	1008	1468	1412
1434	9099	8056	2881	4360	15536	15870	8102	7126	9521	8882
1435	370	337	1656	1932	447	546	507	294	400	357
1436	72	62	3	1	1	4	1	0	76	52
1437	38	46	185	512	0	0	2	0	21	7
1438	6	4	293	567	52	86	49	28	20	15
1439	1	1	0	0	1	1	1	0	0	0
1440	0	0	16	22	2	2	0	0	0	1
1441	0	0	0	0	0	0	0	0	0	0
1442	0	0	0	0	0	0	1	0	0	0
1443	0	0	0	0	0	0	0	0	0	0
1444	0	0	0	0	0	0	0	0	0	0
1445	298	257	249	356	290	321	452	428	376	376
1446	0	0	0	0	0	0	0	0	0	0
1447	0	0	0	0	0	0	0	0	0	0
1448	0	0	0	0	0	0	0	0	0	0
1452	6866	5376	5235	7768	4274	4651	4226	4098	4929	5155
1453	680	617	536	709	609	602	426	431	376	344
1454	813	764	528	940	1370	1470	746	614	1398	1450
1455	899	891	771	1315	653	758	739	650	2015	1778
1456	866	826	694	991	1027	1064	908	949	1000	1002
1457	1627	1488	801	1111	2424	2436	2050	1856	2340	2376
1459	419	363	299	385	441	570	302	267	360	322
1460	1365	1347	1025	1458	1688	1773	881	860	1599	1432
1462	3660	3208	3914	4885	26	14	705	901	15993	14980
1463	0	0	0	0	1	0	1	0	5	5
1464	3	2	102	159	897	758	2	0	138	139
1465	2231	2222	1566	2363	6596	7603	6769	7037	1757	1923
1466	195	257	130	180	243	254	152	184	203	201
1468	816	647	273	565	315	296	615	557	409	470
1469	0	0	51	109	0	0	2	0	0	0
1470	0	0	5	7	0	1	1	0	0	0
1471	690	595	840	1200	688	638	841	819	1081	1093
1472	0	0	8	23	0	0	0	0	0	0
1473	0	0	0	0	0	0	0	0	0	0
1474	968	1033	426	956	3	1	0	0	139	153
1475	0	1	4	9	1	1	11	15	7	12
1476	575	498	1083	1569	442	459	393	341	496	344
1477	1470	1339	496	852	1949	1911	901	959	1184	1150
1478	1540	1333	455	631	731	741	743	674	1109	946
1479	833	746	924	1246	708	641	1320	966	957	919
1482	0	0	46	76	0	6	97	70	0	0
1485	0	0	0	0	24	19	0	0	0	0
1486	284	247	271	300	525	643	186	176	208	234
1487	2396	2119	1240	1660	1167	1258	1220	995	1826	1706
1488	1580	1566	1948	2975	1688	1949	2066	1914	2111	2218
1489	0	0	6	10	1	0	1	0	21	19
1490	165	73	34	76	425	965	171	239	339	571
1491	873	807	34	52	151	164	38	46	92	130
1493	0	0	0	0	0	0	0	0	0	1
1495	9548	8107	10221	13522	12252	12409	5847	6056	6777	7050
1496	0	0	0	0	0	0	3	10	0	0
1497	551	404	43	75	203	230	217	232	414	385
1499	5916	5222	2896	4056	16114	17342	8877	8375	8764	8828
1500	6068	4967	2730	4601	2597	2784	4023	3811	3793	4023
1501	1	2	0	0	0	0	0	1	2	0
1503	2366	1751	436	693	1550	1715	1648	1355	794	626
1504	0	0	0	0	0	0	0	0	0	0
1506	67	51	13	28	57	56	38	30	26	21
1508	1314	1312	2952	3541	3161	3764	1844	1983	4317	4547
1509	1747	1202	6274	7600	1169	1203	1885	1616	5455	4273
1510	0	0	2	6	0	0	1	0	7	5
1511	0	0	0	0	0	1	0	0	0	0
1512	558	532	536	933	204	177	182	221	328	385
1513	17	22	37	42	57	62	38	42	52	49
1514	894	981	3643	4438	3392	4061	5891	4935	3653	3028
1515	525	510	63	101	296	237	193	175	354	377
1517	0	0	0	1	0	0	0	0	0	0
1518	0	0	0	0	0	0	0	0	0	0
1519	146	133	467	672	4	2	21	26	124	158
1520	301	448	1806	2133	21	31	156	170	54	72
1521	0	0	1	0	1	0	0	0	1	5
1522	455	493	1173	1223	1411	1589	570	530	870	922
1523	1080	774	387	484	870	828	655	754	1179	1273
1524	0	0	0	0	0	0	1	1	0	0
1525	2613	2744	380	748	754	775	267	251	414	416
1527	0	0	0	0	0	0	0	0	0	0
1528	596	548	345	653	150	164	401	567	384	416
1534	704	494	776	1110	552	694	344	293	1567	1228
1535	1347	1306	1944	3356	831	956	846	821	1208	1254
1536	0	0	1	5	0	0	7	2	0	0
1537	1613	1441	878	1453	3234	3195	2657	2506	1379	1536
